"","Ligne.Incidentologie","Ligne.Q.qualif","Ligne.Approfondissement.Incident","NBINCI1","INCIFREQ1","NBINCI2","INCIFREQ2","NBINCI3","INCIFREQ3","NBINCI4","INCIFREQ4","NBINCI5","INCIFREQ5","NBINCI6","INCIFREQ6","NBINCI7","INCIFREQ7","NBINCI8","INCIFREQ8","NBINCI9","INCIFREQ9","NBINCI10","INCIFREQ10","NBINCI11","INCIFREQ11","NBINCI12","INCIFREQ12","AUTRESINCI","NBAUTRESINCI","TOTAL_INC","DESCAUTREINCI1","DESCAUTREINCI2","DESCAUTREINCI3","DESCAUTREINCI4","DESCAUTREINCI5","DESCAUTREINCI6","DESCAUTREINCI7","DESCAUTREINCI8","DESCAUTREINCI9","DESCAUTREINCI10","EXPCYCLO","EXP125","EXPGC","ACCORDNEXTQ","CHOIXINCI","RGPMTINCI","CHOIX1","CHOIX2","CHOIX3","CHOIX4","CHOIX5","CHOIX6","CHOIX7","DESCRIPTION","RUPTURE","FAITS","ABS_REACTION","IMPACT_COMPORTEMENT","COMPORTEMENT_PRECISION","AUTRE_USAGER","REACTION_AUTRE_USAGER","CONNAISSANCE_REACTIOn_USAGER","DIFFICULTES","AGGRAVATION","AGGRAVATION_PRECISION","EMOTION1","EMOTION2","EMOTION3","EMOTION4","EMOTION5","EMOTION6","AUTRE_SENTIMENT","CL_EMOTION1","CL_EMOTION2","CL_EMOTION3","CL_EMOTION4","CL_EMOTION5","CL_EMOTION6","CL_EMOTION9","EXPL_EMOTION","BIEN_EQUIPE","ALLURE","ALLURE_VITE_DETAIL","ALLURE_LENTE_DETAIL","SIT_CONDUITE1","SIT_CONDUITE2","SIT_CONDUITE3","SIT_CONDUITE4","SIT_CONDUITE5","SIT_CONDUITE6","SIT_CONDUITE7","SIT_CONDUITE8","HUMEUR1","HUMEUR2","HUMEUR3","HUMEUR4","HUMEUR5","CONTRIBUTION1","CONTRIBUTION2","CONTRIBUTION3","CONTRIBUTION4","CONTRIBUTION5","CONTRIBUTION6","CONTRIBUTION7","CONTRIBUTION8","CONTRIBUTION9","ROLE_INFRA","ELEMENT_INFRA1","ELEMENT_INFRA2","ELEMENT_INFRA3","ELEMENT_INFRA4","ELEMENT_INFRA5","ELEMENT_INFRA6","ELEMENT_INFRA7","ELEMENT_INFRA8","MEDICAMENTS","ALCOOL","TX_ALCOOL","STUP","SEMAINE","MOMENT_JOURNEE","TEMPS","CAUSE_ACC1","CAUSE_ACC2","CAUSE_ACC3","CAUSE_ACC4","CAUSE_ACC5","FORMATION_CAUSE","FORMATION1","FORMATION2","FORMATION3","FORMATION4","TRAFIC","CHAUSSEE1","CHAUSSEE2","CHAUSSEE3","CHAUSSEE4","TRAJET","TYPE_ROUTE","MOTIF","SENS_TRAJET","PASSAGER","VITESSE","DESC_EQUIPEMENT1","DESC_EQUIPEMENT2","DESC_EQUIPEMENT3","DESC_EQUIPEMENT4","DESC_EQUIPEMENT5","DESC_EQUIPEMENT6","DESC_EQUIPEMENT7","DESC_EQUIPEMENT8","DESC_EQUIPEMENT9","DESC_EQUIPEMENT10","HABITUDE1","HABITUDE2","HABITUDE3","HABITUDE4","HABITUDE5","HABITUDE6","MARQUE","CYLINDREE","MODELE","GTA","SEGMENT","APPELLATION","OPTION","SIDE","EQ_2RM1","EQ_2RM2","EQ_2RM3","EQ_2RM4","EQ_2RM5","EQ_2RM6","EQ_2RM7","EQ_2RM8","EQ_2RM9","EQ_2RM10","KM","POINTS","DUREE","AUTRE_2RM","VEH_PREC_MARQUE","VEH_PREC_CYLINDREE","VEH_PREC_MODELE","VEH_PREC_GTA","VEH_PREC_SEGMENT","VEH_PREC_APPELLATION","VEH_PREC_OPTION","VEH_PREC_SIDE","TEMPS_2RM1","FREQ_2RM1","DATE_NAISS","CSP","SOCIETAIRE","SALARIE","SECTEUR2RM","NBPERSFOYER","SITFAM","NBENF","TRNBENF1","TRNBENF2","TRNBENF3","TRNBENF4","NBAUTOFOYER","NBCYCLOFOYER","NBSCOOTFOYER","NBMOTOFOYER","NBTRIKEFOYER","NB2RMCONDUIT","MARQUE1","CYLINDREE1","MODELE1","SEGMENT1","SIDE1","ANMISECIRCU1","ASS1","FREQ1","USAGE1","NBKM1","GARAGE1","MARQUE2","CYLINDREE2","MODELE2","SEGMENT2","SIDE2","ANMISECIRCU2","ASS2","FREQ2","USAGE2","NBKM2","GARAGE2","MARQUE3","CYLINDREE3","MODELE3","SEGMENT3","SIDE3","ANMISECIRCU3","ASS3","FREQ3","USAGE3","NBKM3","GARAGE3","MARQUE4","CYLINDREE4","MODELE4","SEGMENT4","SIDE4","ANMISECIRCU4","ASS4","FREQ4","USAGE4","NBKM4","GARAGE4","MARQUE5","CYLINDREE5","MODELE5","SEGMENT5","SIDE5","ANMISECIRCU5","ASS5","FREQ5","USAGE5","NBKM5","GARAGE5","NBKMTOT","PERMIS1","PERMIS2","PERMIS3","PERMIS4","PERMIS5","PERMIS6","PERMIS7","PERMIS8","PERMIS9","ANPERMIS1","ANPERMIS6","ANPERMIS7","ANPERMIS2","ANPERMIS3","ANPERMIS8","ANPERMIS9","ANPERMIS4","ANPERMIS5","X","X.1","X.2","isScooter"
"718",817,4673,"",1,2,0,6,0,3,0,4,1,5,0,5,0,1,4,3,2,4,0,1,1,2,2,2,1,1,12,"Sur voie d'accès à un rond-point je me sers à droite pour laisser passer un véhicule d'urgence (VSAV) avec gyrophares et sirène allumés. Après son passage je redémarre lorsqqu'un véhicule passe sur ma voie en me frôlant à gauche. Ce véhicule à voulu profiter du passage du véhicule prioritaire pour ""forcer le passage"" sur le rond-point.","","","","","","","","",NA,"2","0",7,1,5,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","19MAR1986","7","2","3","2",2,3,NA,"NRP","","","",2,1,0,1,0,2,"TRIUMPH",675,"STREET TRIPLE R","ROADSTER","2","2009","16",2,1,5000,"7","TRIUMPH","675","STREET TRIPLE","ROADSTER","2","2012",31,2,1,7000,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",12000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2008","NRP","NRP","2005","NRP","","","","Motorcycle"
"719",871,4674,"",0,3,1,3,2,2,0,1,1,3,0,3,0,1,0,4,0,4,0,1,0,1,0,1,0,NA,4,"","","","","","","","","",NA,"3","2",22,1,2,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","19SEP1967","7","1","3","2",4,4,2,"NRP","","","",2,1,0,5,0,5,"DUCATI",1000,"MULTISTRADA S DS","ROADSTER","2","2003","37",3,1,5000,"7","APRILIA","650","PEGASO","TRAIL / SUPERMOTARD","2","1996",37,2,2,3000,"7","KTM","520","EXC RACING","TOUT TERRAIN (TRIAL, ENDURO, CROSS)","2","2002",37,3,1,1000,"7","HONDA",125,"CLR  CITYFLY","ROADSTER",2,1998,37,2,1,1000,"7","HONDA",1000,"VTR  FIRESTORM","SPORTIVE",2,1998,41,4,1,700,"7",10700,"2",3,4,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","1983","1986","NRP","NRP","1985","NRP","","","","Motorcycle"
"720",1895,4675,"",0,4,1,4,0,3,0,3,2,4,2,4,0,4,2,3,7,3,1,4,0,3,9,3,0,NA,24,"","","","","","","","","",NA,"1","2",27,1,9,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","15JUL1969","8","1","3","2",4,4,2,"NRP","","","",3,0,0,1,0,2,"KAWASAKI",650,"Z650C","ROADSTER","2","1979","37",2,2,6000,"7","HONDA","1000","GOLD WING","ROADSTER","1","1976",16,3,1,1000,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",7000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","1989","NRP","NRP","1987","NRP","","","","Motorcycle"
"721",261,4680,"",0,4,0,6,0,4,3,4,0,4,1,3,2,4,0,3,0,4,0,5,1,4,3,3,1,0,10,"","","","","","","","","",NA,"0","0",4,1,11,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","21JAN1971","5","1","3","2",2,3,NA,"NRP","","","",2,0,0,1,0,1,"HONDA",800,"VFR-F V-TEC","Routière / GT","2","2002","37",2,1,10000,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",10000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2010","NRP","NRP","1989","NRP","","","","Motorcycle"
"722",843,4682,"351V2",0,6,0,5,0,5,2,3,0,5,2,4,0,1,5,4,5,4,1,1,2,5,0,2,0,NA,17,"","","","","","","","","",NA,"0","8",0,1,9,"Vou","6","","","",NA,NA,NA,"Malheureusement très fréquent. Les voitures ne pensent pas aux motos avant de changer de file.","Proximité avec le véhicule -> obligation de freiner en urgence","NRP","NRP","2","Toujours faire plus attention","1","NSP","","NSP","NSP","","1","2",NA,NA,NA,NA,"","1",2,"",NA,NA,NA,NA,"NRP","4","3","","","2","1","3","4","3","1","2","2","2",4,4,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,1,1,1,0,100,0,0,0,"NSP","","","","","3","1","","","",1,"4","1",1,0,60,1,2,3,4,7,9,NA,NA,NA,NA,"4","4","4","4","4","4","SUZUKI","125","INTRUDER (VL)","5281","CUSTOM","SUZUKI, 125 INTRUDER (VL)","1","2","1","1",1,1,1,1,1,1,1,1,"22000","12",3,1,"YAMAHA","125","YB-R","13058","ROADSTER","YAMAHA, 125 YB-R","1","2","4","4","03OCT1980","5","1","3","2",4,4,2,"NRP","","","",1,0,0,1,0,1,"YAMAHA",125,"YB-R","ROADSTER","2","2007","37",1,2,10000,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",10000,"4",NA,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","NRP","NRP","NRP","1999","NRP","","","","Scooter"
"723",363,4688,"339V2",3,5,0,4,1,5,0,5,1,5,0,3,1,5,1,4,1,4,1,4,0,6,0,4,1,2,11,"sur rond-point et route mouillée, évitement de taches de gasoil","de nuit et sous forte pluie (visibilité réduite) évitement d'une très grosses flaque d'eau susceptible de provoquer une situation d'aquaplaning ou de perte de contrôle","","","","","","","",NA,"0","8",11,1,5,"Vou","5","","","",NA,NA,NA,"Un samedi matin, pneu arrière crevé, regonflé, mais perdant de l'air, j'avais 20 minutes pour rejoindre mon concessionnaire BMW qui pouvait faire la réparation de suite.  Pressé, j'ai pris ma route quotidienne, en négligeant d'allumer mes feux additionnels (comme je le fais le matin en semaine).  A 2 minutes de la maison, après une longue courbe, 90-100 km/h, visibilité pas extra, mais carrefour connu. Sur la droite une voiture est arrêtée au stop, je la vois de loin ; je décélère, méfiant mais pressé.  80 mètres avant que j'arrive sur le carrefour, la voiture démarre devant moi pour traverser le carrefour. Je klaxonne et pile comme un malade (merci l'ABS, le freinage couplé et le stage AFDM, mais oublié le verrouillage des avant-bras). Malgré cela, la voiture continue à avancer au milieu du carrefour ; je continue à écraser les freins en l'évitant. Je ne sais pas par quel miracle j'ai réussi à passer ; elle ne m'a pas touché. J'ai fini 3 mètres après la voiture qui, enfin, s'était arrêtée. La vieille conductrice ne m'avait pas vu.  1ère erreur : pressé 2ème erreur : avoir négligé le fait qu'on était samedi ; les automobilistes ne sont pas les mêmes qu'en semaine 3ème erreur : pas suffisamment méfiant dans cette situation","Élément : une voiture vue et arrêtée au stop me surprend en démarrant, comme si je n'étais pas là.  Difficultés :  1 - du point de vue de cette voiture, la signalisation routière du séparateur central pouvait masquer la visibilité dans la courbe. La conductrice pouvait ne m'avoir pas vu, masqué par un panneau. 2 - La situation d'urgence dans laquelle je me suis mis (1er objectif : réparation de la crevaison) était de nature à me faire faire quelques négligences : feux additionnels, confiance excessive.","1 - J'ai vu la voiture arrêtée au stop ; j'étais persuadé qu'elle m'avait vu, puisque j'étais dans mon droit. 2 - Elle s'est avancée dans le carrefour, alors que j'arrivais, comme si elle ne m'avait pas vu, ce qui me paraissait inconcevable. 3 - J'ai klaxonné, pensant que ça suffirait à l'arrêter pour me laisser passer. 4 - Elle a continué à avancer doucement dans le carrefour. 5 - J'ai pilé (freins AV et AR), je ne sais plus dans quel ordre. La moto partait un peu dans tous les sens, mais sans déséquilibre. 6 - Voyant que la voiture continuait à avancer encore, j'ai commencé un évitement à gauche, un peu n'importe comment, tout en continuant à piler, en passant devant le capot de la voiture.  7 - J'ai fini par m'arrêter, 3 mètres au-delà, posant les pieds à terre.","NRP","2","Distance de sécurité accrue.  Klaxonne pour manifester ma présence. Maintien d'une certaine méfiance. Oublier la notion de ""je suis pressé""","1","NSP","","Visibilité de la moto, probablement masquée en courbe par la signalisation sur le plot central.","1","Le fais que la voiture avançait très doucement et qu'elle ait fini par stopper m'a permis de passer devant elle, sans la toucher.","2","3",9,NA,NA,NA,"Sentiment de non maîtrise subite","",2,"1",NA,NA,NA,3,"Puisque j'étais dans mon droit et que j'étais là, comment pouvait-elle ne pas m'avoir vu ?","4","3","","","4","1","3","3","1","1","3","1","3",3,1,4,4,3,6,NA,NA,NA,NA,NA,NA,NA,1,"4","","","","",NA,NA,NA,2,2,NA,2,2,1,1,20,80,0,0,0,"2","","","","","AUT|pas de trafic, nous n'étions que deux usagers","1","","","",1,"2","3",NA,0,100,1,2,3,4,7,9,NA,NA,NA,NA,"4","4","4","4","4","4","BMW","1200","R1200RT","6843","Routière / GT","BMW, 1200 R1200RT","1","2","1","1",0,0,1,1,1,1,1,1,"75000","10",4,1,"BMW","1200","K1200GT","5545","Routière / GT","BMW, 1200 K1200GT","1","2","4","4","22MAR1959","5","2","3","2",2,3,NA,"NRP","","","",2,0,0,3,0,3,"BMW",1200,"R1200RT","Routière / GT","2","2006","33",1,2,15000,"4","MONTESA","240","COTA 247","TOUT TERRAIN (TRIAL, ENDURO, CROSS)","2","1975",33,4,1,150,"4","YAMAHA","600","XTZ TENERE","TRAIL / SUPERMOTARD","2","1984",33,3,1,1000,"4","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",16150,"2",3,4,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","1975","1979","NRP","NRP","2004","NRP","","","","Motorcycle"
"724",1810,4689,"291V1",0,6,0,6,0,5,0,3,1,6,0,4,0,5,0,5,0,5,0,6,0,3,1,5,1,1,3,"J'entre dans un grand rond point à 3 voies, je prévois de sortir à la 3ème sortie. Je me place sur la voie du milieu avec mon clignotant à gauche. Au passage de la deuxième sortie, je vois dans mon rétro une voiture lancée à pleine vitesse, qui  coupe le rd point en ligne droite et m'empêche de finir de tourner, m'obligeant à sortir en coupant la route du véhicule à ma droite. Si j'avais continué ma manoeuvre, la voiture (qui roulait à plus de 80km/h) nous aurait percutés (nous étions 2 sur la moto, plus les valises et le top-case) et sans doute tués compte tenu de sa vitesse. Je me suis donc retrouvé derrière cette voiture, et j'ai constaté que la personne au volant ne s'était rendu compte de rien, comme si nous n'avions pas été là !!!","","","","","","","","",NA,"1","0",4,1,12,"Alo","AUT|parce qu'elle s'est produite et que c'est un souci permanent","","","",NA,NA,NA,"Les piétons représentent un danger permanent. On a l'impression qu'ils nous voient (l'image de notre moto s'imprime bien sur leur rétine), mais on a souvent l'impression que leur cerveau refuse d'analyser et de traiter l'information, tout comme un très grand nombre d'automobilistes...","La proximité du piéton et donc le risque de collision... Heureusement je m'en doutais et j'ai donc pu l'éviter car j'avais anticipé qu'il ne me calculerai pas...","Le piéton n'a réagi qu'après... Quant à moi j'avais anticipé, en me doutant qu'il ne me calculerait pas. J'avais donc déjà ralenti, mais c'est flippant quand même car il passe très près de la moto...","AUT|Moi j'ai réagi, c'est le piéton qui n'a pas réagi, ou bien tard...","2","Je fais encore plus attention qu'avant...","1","2","","Aucune difficulté pour lui, il ne m'a pas calculé, mais il a été surpris que je passe à proximité immédiate","2","","9","",NA,NA,NA,NA,"le sentiment que le danger est partout et qu'il faut faire vachement gaffe tout le temps.","",NA,"",NA,NA,NA,1,"parce que aucun de ceux que vous me proposez ne correspond à ce que j""ai ressenti","4","3","","","2","1","2","4","1","1","1","1","1",3,4,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,1,1,1,0,100,0,0,0,"2","","","","","2","1","","","",1,"1","3",NA,0,30,1,2,3,4,7,9,NA,NA,NA,NA,"4","3","3","1","4","4","KAWASAKI","1000","GTR","596","Routière / GT","KAWASAKI, 1000 GTR","1","2","1","1",1,1,1,1,1,1,1,1,"90000","12",4,0,"","","","","","","","","","","12JUL1964","1","1","3","2",4,4,2,"NRP","","","",2,0,0,1,0,1,"KAWASAKI",1000,"GTR","Routière / GT","2","1993","37",2,1,6500,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",6500,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2011","NRP","NRP","1983","NRP","","","","Motorcycle"
"725",1711,4691,"",3,6,2,6,1,4,0,4,1,6,1,4,0,3,2,5,3,5,0,3,2,5,1,5,1,1,17,"Trace de gazoil dans un rond point","","","","","","","","",NA,"2","3",25,1,9,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","07OCT1960","7","2","3","2",3,4,1,"NRP","","","",3,0,0,2,0,2,"HONDA",1100,"PAN EUROPEAN","Routière / GT","2","1999","29",3,1,7000,"7","MOTO GUZZI","1000","SP","Routière / GT","1","1978",29,4,1,1000,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",8000,"2",3,4,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","1977","1979","NRP","NRP","1978","NRP","","","","Motorcycle"
"726",1802,4692,"",1,3,0,4,2,4,0,3,1,4,1,3,0,3,2,2,1,3,0,2,0,3,0,2,0,NA,8,"","","","","","","","","",NA,"35","0",23,1,5,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","31JAN1966","6","2","3","2",2,3,NA,"NRP","","","",3,0,0,1,0,1,"HONDA",1300,"PAN EUROPEAN ABS PACK","Routière / GT","2","2007","28",3,1,12000,"6","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",12000,"2",3,4,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","1984","1992","NRP","NRP","1984","NRP","","","","Motorcycle"
"727",228,4695,"86V2",1,5,0,5,0,5,0,3,1,6,1,5,0,3,1,4,0,3,0,2,0,3,1,3,0,NA,5,"","","","","","","","","",NA,"2","0",43,1,5,"Vou","4","5","","",NA,NA,NA,"Circulant sur une route nationale prioritaire, en rase campagne, à l' approche d'une intersection un véhicule arrêté au Stop a laissé passer la voiture qui me précédait et a brusquement démarré me coupant la route. Manifestement, il ne m'avait pas vu ou a ignoré la vtessse de rapprochement. j'ai pu éviter ce véhicule grâce à l' ABS et à une manoeuvre d'évitement entre le bas côté de la route et l'arrière de vette voiture.","De toute évidence, un refus de priorité à un panneau Stop, auquel je rajouterai peut être l' âge avancé du conducteur de la voiture, dont les capacités visuelles et de reflexion auraient pu être altérées","Sur cette route, à environ 95 Km/h, tout est allé très vite. Comme des véhicules arrivaient en sens inverse, l' instionct m' a guidé vers l' arrière de la voiture qui était en travers de ma trajectoire. Avec un violent coup de frein et un coup de guidon l'ai pu passer derrière la voiture à peut être 5  cm de son pare choc. Je dirai merci à ma moto de l'époque ( une 1800 Honda Goldwing ). Un des véhicules venant en face et pressentant un accident s'est rangé du plus possible sur sa droite. Le véhicule qui a grillé le stop s 'est iommobilisé au milieu de la chaussée laissant un peu de voie de circulation dans chaque sens.","NRP","2","Je me remémore régulièrement ces faits, notamment à l' approche d'intersections, sur routes de campagne.","1","1","3","Le véhicule venant en sens inverse lui aussi s 'est trouvé avec un tiers sortant d 'un Stop","1","NRP","1","2",NA,NA,NA,NA,"","2",1,"",NA,NA,NA,NA,"il est difficilement admissible alors que nous roulons en feux de croisement et passing light, que nous sommes visibles sur la route ( un 1800, avec deux personnes et bagages à bord, des dispositifs reflechissants sur les effets se voient) de se faire couper la route . Que faut il porter ou avoir pour être vu deloin ?? A ce jour, aucune explication.","4","3","","","1","1","3","3","1","1","1","1","1",3,4,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,2,1,1,0,100,0,0,0,"2","","","","","2","1","","","",2,"2","3",NA,1,95,1,10,2,3,4,NA,NA,NA,NA,NA,"4","4","4","4","4","4","HONDA","1800","GOLD WING 30TH","7304","Routière / GT","HONDA, 1800 GOLD WING 30TH","1","2","0","0",0,0,1,0,1,1,1,1,"70000","12",4,1,"KAWASAKI","1700","VN VOYAGER","12956","Routière / GT","KAWASAKI, 1700 VN VOYAGER","1","2","4","4","16MAR1956","9","1","3","2",3,4,1,"NRP","","","",1,0,0,2,0,2,"HONDA",1800,"GOLD WING","Routière / GT","2","2002","28",1,1,15000,"7","HONDA","1000","CBR1000F","Routière / GT","2","1991",37,2,1,4000,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",19000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","1974","NRP","NRP","1974","NRP","","","","Motorcycle"
"728",1943,4696,"",0,6,0,5,0,5,0,5,0,6,0,3,0,4,0,3,0,3,0,5,0,3,0,4,0,NA,0,"","","","","","","","","",NA,"0","0",21,0,NA,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","30OCT1965","5","1","3","2",3,4,1,"NRP","","","",2,0,0,1,0,1,"BMW",800,"F700GS","TRAIL / SUPERMOTARD","2","2012","37",3,1,6000,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",6000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","1994","NRP","NRP","1984","NRP","","","","Motorcycle"
