"","Ligne.Incidentologie","Ligne.Q.qualif","Ligne.Approfondissement.Incident","NBINCI1","INCIFREQ1","NBINCI2","INCIFREQ2","NBINCI3","INCIFREQ3","NBINCI4","INCIFREQ4","NBINCI5","INCIFREQ5","NBINCI6","INCIFREQ6","NBINCI7","INCIFREQ7","NBINCI8","INCIFREQ8","NBINCI9","INCIFREQ9","NBINCI10","INCIFREQ10","NBINCI11","INCIFREQ11","NBINCI12","INCIFREQ12","AUTRESINCI","NBAUTRESINCI","TOTAL_INC","DESCAUTREINCI1","DESCAUTREINCI2","DESCAUTREINCI3","DESCAUTREINCI4","DESCAUTREINCI5","DESCAUTREINCI6","DESCAUTREINCI7","DESCAUTREINCI8","DESCAUTREINCI9","DESCAUTREINCI10","EXPCYCLO","EXP125","EXPGC","ACCORDNEXTQ","CHOIXINCI","RGPMTINCI","CHOIX1","CHOIX2","CHOIX3","CHOIX4","CHOIX5","CHOIX6","CHOIX7","DESCRIPTION","RUPTURE","FAITS","ABS_REACTION","IMPACT_COMPORTEMENT","COMPORTEMENT_PRECISION","AUTRE_USAGER","REACTION_AUTRE_USAGER","CONNAISSANCE_REACTIOn_USAGER","DIFFICULTES","AGGRAVATION","AGGRAVATION_PRECISION","EMOTION1","EMOTION2","EMOTION3","EMOTION4","EMOTION5","EMOTION6","AUTRE_SENTIMENT","CL_EMOTION1","CL_EMOTION2","CL_EMOTION3","CL_EMOTION4","CL_EMOTION5","CL_EMOTION6","CL_EMOTION9","EXPL_EMOTION","BIEN_EQUIPE","ALLURE","ALLURE_VITE_DETAIL","ALLURE_LENTE_DETAIL","SIT_CONDUITE1","SIT_CONDUITE2","SIT_CONDUITE3","SIT_CONDUITE4","SIT_CONDUITE5","SIT_CONDUITE6","SIT_CONDUITE7","SIT_CONDUITE8","HUMEUR1","HUMEUR2","HUMEUR3","HUMEUR4","HUMEUR5","CONTRIBUTION1","CONTRIBUTION2","CONTRIBUTION3","CONTRIBUTION4","CONTRIBUTION5","CONTRIBUTION6","CONTRIBUTION7","CONTRIBUTION8","CONTRIBUTION9","ROLE_INFRA","ELEMENT_INFRA1","ELEMENT_INFRA2","ELEMENT_INFRA3","ELEMENT_INFRA4","ELEMENT_INFRA5","ELEMENT_INFRA6","ELEMENT_INFRA7","ELEMENT_INFRA8","MEDICAMENTS","ALCOOL","TX_ALCOOL","STUP","SEMAINE","MOMENT_JOURNEE","TEMPS","CAUSE_ACC1","CAUSE_ACC2","CAUSE_ACC3","CAUSE_ACC4","CAUSE_ACC5","FORMATION_CAUSE","FORMATION1","FORMATION2","FORMATION3","FORMATION4","TRAFIC","CHAUSSEE1","CHAUSSEE2","CHAUSSEE3","CHAUSSEE4","TRAJET","TYPE_ROUTE","MOTIF","SENS_TRAJET","PASSAGER","VITESSE","DESC_EQUIPEMENT1","DESC_EQUIPEMENT2","DESC_EQUIPEMENT3","DESC_EQUIPEMENT4","DESC_EQUIPEMENT5","DESC_EQUIPEMENT6","DESC_EQUIPEMENT7","DESC_EQUIPEMENT8","DESC_EQUIPEMENT9","DESC_EQUIPEMENT10","HABITUDE1","HABITUDE2","HABITUDE3","HABITUDE4","HABITUDE5","HABITUDE6","MARQUE","CYLINDREE","MODELE","GTA","SEGMENT","APPELLATION","OPTION","SIDE","EQ_2RM1","EQ_2RM2","EQ_2RM3","EQ_2RM4","EQ_2RM5","EQ_2RM6","EQ_2RM7","EQ_2RM8","EQ_2RM9","EQ_2RM10","KM","POINTS","DUREE","AUTRE_2RM","VEH_PREC_MARQUE","VEH_PREC_CYLINDREE","VEH_PREC_MODELE","VEH_PREC_GTA","VEH_PREC_SEGMENT","VEH_PREC_APPELLATION","VEH_PREC_OPTION","VEH_PREC_SIDE","TEMPS_2RM1","FREQ_2RM1","DATE_NAISS","CSP","SOCIETAIRE","SALARIE","SECTEUR2RM","NBPERSFOYER","SITFAM","NBENF","TRNBENF1","TRNBENF2","TRNBENF3","TRNBENF4","NBAUTOFOYER","NBCYCLOFOYER","NBSCOOTFOYER","NBMOTOFOYER","NBTRIKEFOYER","NB2RMCONDUIT","MARQUE1","CYLINDREE1","MODELE1","SEGMENT1","SIDE1","ANMISECIRCU1","ASS1","FREQ1","USAGE1","NBKM1","GARAGE1","MARQUE2","CYLINDREE2","MODELE2","SEGMENT2","SIDE2","ANMISECIRCU2","ASS2","FREQ2","USAGE2","NBKM2","GARAGE2","MARQUE3","CYLINDREE3","MODELE3","SEGMENT3","SIDE3","ANMISECIRCU3","ASS3","FREQ3","USAGE3","NBKM3","GARAGE3","MARQUE4","CYLINDREE4","MODELE4","SEGMENT4","SIDE4","ANMISECIRCU4","ASS4","FREQ4","USAGE4","NBKM4","GARAGE4","MARQUE5","CYLINDREE5","MODELE5","SEGMENT5","SIDE5","ANMISECIRCU5","ASS5","FREQ5","USAGE5","NBKM5","GARAGE5","NBKMTOT","PERMIS1","PERMIS2","PERMIS3","PERMIS4","PERMIS5","PERMIS6","PERMIS7","PERMIS8","PERMIS9","ANPERMIS1","ANPERMIS6","ANPERMIS7","ANPERMIS2","ANPERMIS3","ANPERMIS8","ANPERMIS9","ANPERMIS4","ANPERMIS5","X","X.1","X.2","isScooter"
"1581",628,6651,"116V2",0,3,0,5,2,4,0,4,0,5,0,4,0,4,0,3,1,4,0,4,2,4,0,4,1,1,6,"Sur le périphérique chargé, un automobiliste mécontent m'a doublé par la droite et ensuite s'est placé devant moi, puis a pilé.","","","","","","","","",NA,"0","0",28,1,11,"Vou","3","","","",NA,NA,NA,"Je suivais sur le périphérique, une file de voitures sur la voie la plus à gauche et derrière moi se trouvait une voiture trouvant que je n'allais pas assez vite, que je ne me rabattais pas. Je n'avais aucune raison de me faufiler entre les voies, les véhicules devant roulant à bonne allure et ne pouvais me rabattre, ayant des véhicules sur ma droite. Après quelques appels de phares, cette dernière m'a doublé par la droite (à 2 files de moi), puis s'est mise juste devant moi et a pilé, sans aucune raison autre que de me mettre en danger (devant elle, les autres véhicules s'étaient rabattus sur la droite). J'ai donc été obligée de piler à mon tour pour ne pas le percuter et je suis partie en glissade, heureusement sans tomber.","Le comportement absolument irresponsable du conducteur de l'automobile qui pile à moins de 10 mètres devant moi, alors que nous roulions sur le périphérique à 80-90 km/h.","J'ai juste pilé et essayé de rester sur ma moto, sans percuter ni la voiture, ni le bord gauche du périphérique. La voiture a du se rendre compte de ce qu'elle avait provoqué, car elle a réaccéléré et est sortie à la première sortie.","NRP","2","Je me méfie maintenant des excités que je vois dans mon rétroviseur et quand c'est possible, je me rabats le plus vite possible.","1","2","","Il l'a provoqué","2","","1","9",NA,NA,NA,NA,"de la colère contre l'imbécibilité de l'automobiliste","1",NA,"",NA,NA,NA,2,"J'ai eu peur de tomber et que ce soit grave.","4","3","","","1","4","4","4","1","1","1","1","1",1,4,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,2,1,2,0,100,0,0,0,"2","","","","","2","2","","","",1,"4","1",1,0,85,1,2,3,4,9,NA,NA,NA,NA,NA,"4","4","4","4","4","4","YAMAHA","600","XTE","1991","TRAIL / SUPERMOTARD","YAMAHA, 600 XTE","1","2","1","1",1,1,1,1,1,1,1,1,"140000","12",4,1,"YAMAHA","600","XTE","1991","TRAIL / SUPERMOTARD","YAMAHA, 600 XTE","1","2","4","4","14SEP1959","5","1","3","2",1,1,NA,"NRP","","","",0,0,0,2,0,2,"YAMAHA",600,"XTE","TRAIL / SUPERMOTARD","2","1995","37",2,2,5000,"7","VOXAN","1000","STREET SCRAMBLER","ROADSTER","2","2006",37,2,2,12000,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",17000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","1980","NRP","NRP","1978","NRP","","","","Motorcycle"
"1582",1915,6653,"27V1",1,6,0,3,0,5,0,3,3,5,0,3,0,2,3,4,0,4,0,2,2,2,0,4,1,2,11,"Véhicule qui circulait en contre-sens sur ""sa"" voie de gauche (donc la mienne) en prenant un virage, esquivé en serrant au maximum à droite de ma voie.","(Moi) En train de sortir d'un rond-point (voie centrale vers voie externe, clignotant actif), un véhicule (camionnette) rentre dans le rond-point a vive allure (sur moi, si je n'avait pas plongé pour revenir sur la voix centrale)","","","","","","","",NA,"6","1",5,1,11,"NRP","3","","","",NA,NA,NA,"Je ne sais plus celle que j'avais en tête lors de l'évocation.  J'ai régulièrement à faire à des non respect de priorité dans les rond-points, le dernier en question m'a obligé à me rabattre en urgence sur la voie interne et a faire un tour complet alors que je m'apprêtais à sortir (de manière bien signalée, clignotant + en train de me rabattre sur la voie externe).","Le fait qu'une personne se soit insérée dans le rond-point alors que je passais sur la voie externe pour sortir à la sortie suivante.","Quand j'ai vu que la personne avançait sur moi, j'ai légèrement freiné en plongeant ma moto à gauche pour me remettre sur la voie intérieure. Je savais que je n'étais pas suivi sur la voie intérieure (et heureusement d'ailleurs).  La personne s'insérant m'avait vu et me regardais tout du long alors qu'elle s'insérait (je prête régulièrement attention aux regards des autres usagers sur la route) et n'avait pas l'air de réagir outre mesure. J'ai perdu la camionnette en question de vue après avoir plongé au centre et refais le tour.","NRP","1","Nervosité","1","2","","NSP","2","","1","2",3,NA,NA,NA,"","3",2,"1",NA,NA,NA,NA,"La personne m'avais vu avant d'entrer, aucune idée de pourquoi elle c'est insérée dans le rond-point","4","3","","","2","1","3","4","2","1","1","2","5",5,5,5,5,10,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,1,1,1,0,100,0,0,0,"2","","","","","2","1","","","",1,"1","1",1,0,40,1,10,2,3,4,7,NA,NA,NA,NA,"4","4","4","4","4","4","DUCATI","1000","GT","7875","ROADSTER","DUCATI, 1000 GT","1","2","1","1",1,1,1,1,1,1,1,1,"51000","0",3,1,"KAWASAKI","500","ER-5","3335","ROADSTER","KAWASAKI, 500 ER-5","1","2","3","4","19OCT1984","5","1","3","2",1,1,NA,"NRP","","","",1,0,0,1,0,1,"DUCATI",1000,"GT","ROADSTER","2","2007","37",1,2,10000,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",10000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2010","NRP","NRP","2002","NRP","","","","Motorcycle"
"1583",1667,6654,"41V1",2,6,1,4,1,6,0,4,0,5,0,5,0,2,0,4,1,4,0,1,0,2,1,1,0,NA,6,"","","","","","","","","",NA,"9","0",4,1,1,"Vou","3","4","","",NA,NA,NA,"a un croisement, feu vert, j'allais tout droit. Une voiture arrivant en face avait son clignotant pour tourner à gauche. Je ralentis, elle aussi, et au dernier moment elle accélère pour passer devant moi. J'ai a peine eu le temps de freiner, je l'ai touchée. Elle s'est arrété, ses excuses : ""le soleil m'a éboui"" ""j'ai pas vu de voiture donc j'ai avancé"". a peu de choses prêt, ça aurait pu être un accident grave pour moi.  Il faut apprendre aux automobilistes à regarder les motards ! exemple d'excuse des automobilistes inattentifs : c'est normal vous doublez n'importe comment entre les files on ne peut pas vous voir > dans le cas que je viens de raconter comme dans la majorité des accidents entre une moto et voiture, je ne pense pas que le motard soit en infraction, mal placé sur la route ou autre. C'est bien l'inattention et la non mesure des conséquences de la part des automobilistes","un voiture qui tourne devant moi","freiner","NRP","3","","1","2","","aucune, inattention","2","","5","",NA,NA,NA,NA,"","",NA,"",NA,1,NA,NA,"freiner à temps","3","3","","","3","1","4","4","2","1","1","2","2",4,4,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,1,1,1,0,100,0,0,0,"2","","","","","2","1","","","",2,"1","2",NA,0,50,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","4","NRP","4","YAMAHA","250","X-MAX","9828","SCOOTER","YAMAHA, 250 X-MAX","1","2","1","1",1,1,1,1,1,1,1,1,"21000","12",1,1,"PEUGEOT","50","LUDIX TREND","19761","SCOOTER","PEUGEOT, 50 LUDIX TREND","1","2","4","4","19MAR1991","10","1","3","2",2,3,NA,"NRP","","","",1,1,1,0,0,2,"YAMAHA",250,"X-MAX","SCOOTER","2","2008","37",1,2,8000,"7","PEUGEOT","50","TKR","SCOOTER","2","2008",25,3,1,2000,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",10000,"4",3,1,NA,NA,NA,NA,NA,NA,"2006","NRP","NRP","NRP","2012","NRP","NRP","2009","NRP","","","","Motorcycle"
"1584",1292,6656,"",7,3,0,3,0,4,0,3,4,2,0,2,1,4,2,3,2,3,0,1,0,1,0,2,0,NA,16,"","","","","","","","","",NA,"0","0",5,0,NA,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","07FEB1984","7","1","3","2",2,3,NA,"NRP","","","",2,0,0,2,0,2,"YAMAHA",600,"FZ6-S FAZER","ROADSTER","2","2008","37",3,1,3000,"7","KAWASAKI","650","ER-6 ""N""","ROADSTER","2","2009",37,3,1,2000,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",5000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2010","NRP","NRP","2003","NRP","","","","Motorcycle"
"1585",1027,6660,"",3,5,2,6,0,6,1,5,2,3,1,6,1,4,1,3,0,2,0,4,4,3,5,2,0,NA,20,"","","","","","","","","",NA,"0","8",0,1,1,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","16NOV1976","4","1","3","2",5,4,3,"NRP","","","",0,0,3,0,0,2,"VESPA",125,"GTR","SCOOTER","2","1973","16",4,1,1000,"1","PIAGGIO","125","VESPA COSA","SCOOTER","2","1989",37,1,2,6000,"1","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",7000,"4",NA,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","NRP","NRP","NRP","1995","NRP","","","","Scooter"
"1586",1537,6668,"",4,4,2,3,0,4,0,5,3,4,1,5,0,4,4,5,4,4,0,5,0,6,4,2,1,0,22,"","","","","","","","","",NA,"7","6",0,1,2,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","20JUL1981","5","1","3","2",2,3,NA,"NRP","","","",1,0,1,0,0,1,"SUZUKI",125,"BURGMAN","SCOOTER","2","2008","37",1,2,7000,"4","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",7000,"4",NA,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","NRP","NRP","NRP","1999","NRP","","","","Scooter"
"1587",1893,6674,"",0,3,1,4,4,4,0,3,3,5,0,5,0,2,1,4,7,5,0,3,0,2,2,2,0,NA,18,"","","","","","","","","",NA,"5","0",3,1,9,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","13MAR1991","10","1","3","2",2,5,0,"NRP","","","",0,0,0,1,0,1,"HONDA",600,"HORNET IE ""R"" ABS","ROADSTER","2","2010","37",3,1,6000,"6","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",6000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2012","NRP","NRP","2009","NRP","","","","Motorcycle"
"1588",23,6678,"",1,4,0,4,0,6,1,5,1,5,0,3,0,4,5,5,4,5,0,3,0,3,3,6,0,NA,15,"","","","","","","","","",NA,"2","0",20,1,9,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","14JAN1976","5","1","3","2",2,3,NA,"NRP","","","",2,0,0,4,0,4,"HONDA",750,"VFR-F","Routière / GT","2","1994","37",2,2,10000,"7","DUCATI","848","848","SPORTIVE","2","2010",37,4,1,1000,"7","KAWASAKI","300","KLX-R HOMOLOGUEE","TOUT TERRAIN (TRIAL / ENDURO / CROSS)","2","2000",37,4,1,500,"7","YAMAHA",125,"SR","CUSTOM",2,1991,37,3,2,1000,"7","",NA,"","",NA,NA,NA,NA,NA,NA,"",12500,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","1995","NRP","NRP","1994","NRP","","","","Motorcycle"
"1589",607,6680,"",1,6,0,6,6,6,0,4,0,6,0,6,3,4,15,6,5,6,6,6,15,5,2,4,1,0,53,"","","","","","","","","",NA,"4","0",7,1,3,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","02APR1980","2","1","3","2",3,4,1,"NRP","","","",2,0,0,1,0,1,"TRIUMPH",1050,"SPEED TRIPLE","ROADSTER","2","2005","37",3,2,4000,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",4000,"2",3,4,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","1998","2001","NRP","NRP","1998","NRP","","","","Motorcycle"
"1590",266,6684,"",0,4,0,4,0,6,0,2,0,5,0,5,0,4,0,3,0,5,0,3,0,2,0,1,0,NA,0,"","","","","","","","","",NA,"6","2",10,0,NA,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","30DEC1983","5","1","3","2",2,3,NA,"NRP","","","",0,0,0,1,0,1,"KAWASAKI",650,"ER-6 ""N""","ROADSTER","2","2010","37",2,2,3000,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",3000,"1",3,4,NA,NA,NA,NA,NA,NA,"1998","NRP","NRP","NRP","2005","NRP","NRP","2002","NRP","","","","Motorcycle"
"1591",1449,6689,"",0,3,0,5,0,5,0,5,0,3,1,4,1,3,0,2,0,5,0,2,1,2,1,2,0,NA,4,"","","","","","","","","",NA,"6","0",12,1,6,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","19DEC1981","7","1","3","2",3,4,1,"NRP","","","",2,0,0,4,0,3,"GAS GAS",300,"EC ENDUCROSS","TOUT TERRAIN (TRIAL / ENDURO / CROSS)","2","2011","37",3,1,2000,"7","HONDA","500","CB","ROADSTER","2","1998",28,3,2,5000,"7","HONDA","500","CB","ROADSTER","2","1998",16,3,2,5000,"7","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",12000,"1",3,4,NA,NA,NA,NA,NA,NA,"1995","NRP","NRP","NRP","2002","NRP","NRP","1999","NRP","","","","Motorcycle"
"1592",58,6700,"",0,4,0,3,0,2,1,5,0,4,0,2,0,5,0,2,0,3,1,4,1,4,0,4,0,NA,3,"","","","","","","","","",NA,"0","0",5,0,NA,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","02NOV1985","5","1","3","2",2,3,NA,"NRP","","","",1,0,0,1,0,1,"HARLEY-DAVIDSON",1200,"SPORTSTER R ROADSTER","ROADSTER","2","2007","37",3,1,4000,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",4000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2011","NRP","NRP","2004","NRP","","","","Motorcycle"
"1593",120,6701,"",3,5,2,6,2,6,0,5,3,5,1,5,0,5,3,5,2,5,1,4,1,3,2,4,1,3,23,"Motard/scooter trop pressé sur le périphérique parisien qui ne respecte pas les distances de sécurité et veut doubler à tout prix","Livreur de pizza débilequi grille les feux","Cycliste parisien qui ne respecte pas la signalisation","","","","","","",NA,"4","0",18,0,NA,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","30OCT1976","5","1","3","2",4,4,2,"NRP","","","",4,0,1,1,0,2,"YAMAHA",500,"T-MAX","SCOOTER","2","2004","37",1,2,10000,"7","HONDA","600","XR-R","TOUT TERRAIN (TRIAL / ENDURO / CROSS)","2","1991",37,4,1,500,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",10500,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","1995","NRP","NRP","1994","NRP","","","","Motorcycle"
"1594",1908,6704,"",0,2,0,4,0,4,0,3,0,3,1,4,0,1,1,4,1,4,0,2,2,5,0,2,0,NA,5,"","","","","","","","","",NA,"4","2",13,1,11,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","29DEC1977","5","1","3","2",6,4,4,"NRP","","","",1,1,0,1,0,1,"KAWASAKI",750,"ZR-7","ROADSTER","2","1999","37",1,2,5600,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",5600,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2000","NRP","NRP","1996","NRP","","","","Motorcycle"
